# set	level	rarity	itemId	name
# Generated from the in-game skill guides via ::dumpui sweep, then
# reviewed per skill. Sorted by set then level. Regenerate, do not edit.
CONSTRUCTION	47	RARE	8336	Oak demon lectern
CONSTRUCTION	47	RARE	8335	Oak eagle lectern
CONSTRUCTION	47	RARE	8232	Sink
CONSTRUCTION	47	RARE	32233	Wind catcher
CONSTRUCTION	48	RARE	8244	Chef's Delight barrel
CONSTRUCTION	48	RARE	20745	Combat dummy
CONSTRUCTION	48	RARE	25365	Leagues accomplishment scroll
CONSTRUCTION	48	RARE	9839	Oak treasure chest
CONSTRUCTION	48	RARE	8057	Symbol of Guthix
CONSTRUCTION	48	RARE	8055	Symbol of Saradomin
CONSTRUCTION	48	RARE	8056	Symbol of Zamorak
CONSTRUCTION	48	RARE	12723	Teak pet feeder
CONSTRUCTION	48	RARE	12705	Teak pet house (5 pets)
CONSTRUCTION	48	RARE	8252	Teak staircase
CONSTRUCTION	49	RARE	8079	Chapel windchimes
CONSTRUCTION	49	RARE	8076	Shuttered chapel window
CONSTRUCTION	49	RARE	8082	Small chapel statue
CONSTRUCTION	49	RARE	12716	Teak pet scratching post
CONSTRUCTION	49	RARE	32237	Teleport focus
CONSTRUCTION	49	RARE	8160	Treasure hunt fairy house
CONSTRUCTION	49	RARE	8069	Wooden torches (chapel)
CONSTRUCTION	50	RARE	17	Demon Butler
CONSTRUCTION	50	RARE	22607	Fire of Dehumidification
CONSTRUCTION	50	RARE	7733	Mahogany Homes (adept)
CONSTRUCTION	50	RARE	8315	Mahogany armchair
CONSTRUCTION	50	RARE	9836	Oak toy box
CONSTRUCTION	50	RARE	8342	Ornamental globe
CONSTRUCTION	50	RARE	8333	Portal chamber
CONSTRUCTION	50	RARE	11552	Rowboat
CONSTRUCTION	50	RARE	8063	Teak altar
CONSTRUCTION	50	RARE	8328	Teak portal frame
CONSTRUCTION	51	RARE	9830	Carved oak wardrobe (costume room)
CONSTRUCTION	51	RARE	8025	Combat ring
CONSTRUCTION	51	RARE	8041	Teak chest of drawers
CONSTRUCTION	52	RARE	8113	Mahogany dining bench
CONSTRUCTION	52	RARE	8120	Mahogany dining table
CONSTRUCTION	52	RARE	8248	Teak kitchen table
CONSTRUCTION	53	RARE	32217	Camphor cargo hold
CONSTRUCTION	53	RARE	20746	Combat dummy (Undead and Slayer)
CONSTRUCTION	53	RARE	8036	Mahogany four-poster bed
CONSTRUCTION	53	RARE	8071	Steel candlesticks
CONSTRUCTION	54	RARE	33420	Bosun's workbench
CONSTRUCTION	54	RARE	8163	Dartboard
CONSTRUCTION	54	RARE	8352	Elemental sphere
CONSTRUCTION	54	RARE	8030	Extra weapons rack
CONSTRUCTION	54	RARE	8167	Mahogany prize chest
CONSTRUCTION	54	RARE	9817	Oak cape rack
CONSTRUCTION	55	RARE	8391	Armour stand
CONSTRUCTION	55	RARE	8196	Boundary stones
CONSTRUCTION	55	RARE	8195	Formal garden
CONSTRUCTION	55	RARE	8093	Large portrait
CONSTRUCTION	55	RARE	20534	STASH units (hard)
CONSTRUCTION	55	RARE	8053	Teak clock
CONSTRUCTION	55	RARE	8388	Tool store 5
CONSTRUCTION	56	RARE	8064	Cloth-covered teak altar
CONSTRUCTION	56	RARE	8049	Fancy teak dresser
CONSTRUCTION	56	RARE	11553	Furnace
CONSTRUCTION	56	RARE	8104	Gilded mahogany wall decoration
CONSTRUCTION	56	RARE	24719	Hallowed Sepulchre - Repair bridge
CONSTRUCTION	56	RARE	11603	Teak mounted fish display
CONSTRUCTION	56	RARE	8228	Teak shelves 1
CONSTRUCTION	56	RARE	8203	Thorny hedge
CONSTRUCTION	57	RARE	12712	Desert pet habitat
CONSTRUCTION	57	RARE	8072	Gold candlesticks
CONSTRUCTION	57	RARE	8157	Medium balance
CONSTRUCTION	57	RARE	8338	Teak demon lectern
CONSTRUCTION	57	RARE	8337	Teak eagle lectern
CONSTRUCTION	58	RARE	8080	Chapel bells
CONSTRUCTION	58	RARE	8088	Mahogany mounted head display
CONSTRUCTION	58	RARE	8295	Medium map
CONSTRUCTION	58	RARE	25154	Ornate combat dummy (Undead and Slayer)
CONSTRUCTION	58	RARE	21213	Servant's money bag
CONSTRUCTION	59	RARE	32151	Adamant helm
CONSTRUCTION	59	RARE	8161	Hangman game
CONSTRUCTION	59	RARE	8060	Icon of Guthix
CONSTRUCTION	59	RARE	8058	Icon of Saradomin
CONSTRUCTION	59	RARE	8059	Icon of Zamorak
CONSTRUCTION	59	RARE	8154	Limestone attack stone
CONSTRUCTION	59	RARE	8343	Lunar globe
CONSTRUCTION	59	RARE	12724	Mahogany pet feeder
CONSTRUCTION	59	RARE	12706	Mahogany pet house (7 pets)
CONSTRUCTION	59	RARE	12717	Mahogany pet scratching post
CONSTRUCTION	59	RARE	8197	Wooden fence
CONSTRUCTION	60	EPIC	21038	Chambers of Xeric - Medium storage unit
CONSTRUCTION	60	EPIC	8065	Cloth-covered mahogany altar
CONSTRUCTION	60	EPIC	22609	Fire of Unseasonal Warmth
CONSTRUCTION	60	EPIC	8037	Gilded mahogany four-poster bed
CONSTRUCTION	60	EPIC	8101	Gilded teak bell pull
CONSTRUCTION	60	EPIC	8204	Nice hedge
CONSTRUCTION	60	EPIC	8357	Oak throne
CONSTRUCTION	60	EPIC	24479	Spice Rack
CONSTRUCTION	60	EPIC	9831	Teak wardrobe (costume room)
CONSTRUCTION	60	EPIC	8363	Throne room
CONSTRUCTION	60	EPIC	8178	Yew tree
CONSTRUCTION	61	EPIC	32226	Advanced chum station
CONSTRUCTION	61	EPIC	8114	Gilded mahogany dining bench
CONSTRUCTION	61	EPIC	32221	Linen trawling net
CONSTRUCTION	61	EPIC	8073	Oak incense burners
CONSTRUCTION	61	EPIC	8370	Throne room floor decoration
CONSTRUCTION	62	EPIC	32228	Fathom stone
CONSTRUCTION	62	EPIC	9824	Teak fancy dress box
CONSTRUCTION	62	EPIC	8378	Workbench with vice
CONSTRUCTION	63	EPIC	8355	Astronomical chart
CONSTRUCTION	63	EPIC	8327	Marble fireplace
CONSTRUCTION	63	EPIC	12718	Simple pet arena
CONSTRUCTION	63	EPIC	8198	Stone wall
CONSTRUCTION	63	EPIC	9818	Teak cape rack
CONSTRUCTION	63	EPIC	8042	Teak wardrobe (bedroom)
CONSTRUCTION	64	EPIC	8066	Limestone altar
CONSTRUCTION	64	EPIC	8050	Mahogany dresser
CONSTRUCTION	64	EPIC	11574	Mounted giant blue krill
CONSTRUCTION	64	EPIC	25352	Ornate trophy pedestal
CONSTRUCTION	64	EPIC	8205	Small box hedge
CONSTRUCTION	64	EPIC	9827	Teak armour case
CONSTRUCTION	64	EPIC	8349	Teak telescope
CONSTRUCTION	65	EPIC	8192	Gazebo
CONSTRUCTION	65	EPIC	8332	Greater teleport focus
CONSTRUCTION	65	EPIC	32222	Hemp trawling net
CONSTRUCTION	65	EPIC	8094	Large landscape
CONSTRUCTION	65	EPIC	8074	Mahogany incense burners
CONSTRUCTION	65	EPIC	8329	Mahogany portal frame
CONSTRUCTION	65	EPIC	8297	Oak cage
CONSTRUCTION	65	EPIC	8318	Opulent rug
CONSTRUCTION	65	EPIC	25363	Opulent rug (League hall)
CONSTRUCTION	65	EPIC	8302	Oubliette
CONSTRUCTION	65	EPIC	8302	Oubliette spikes
CONSTRUCTION	65	EPIC	20639	Restoration pool
CONSTRUCTION	65	EPIC	20653	Superior garden
CONSTRUCTION	65	EPIC	20638	Topiary bush
CONSTRUCTION	65	EPIC	20644	Zen theme
CONSTRUCTION	66	EPIC	8394	Banner easel
CONSTRUCTION	66	EPIC	32304	Camphor repair kit
CONSTRUCTION	66	EPIC	8353	Crystal of power
CONSTRUCTION	66	EPIC	11578	Mounted Harpoonfish
CONSTRUCTION	66	EPIC	25356	Ornate banner stand
CONSTRUCTION	66	EPIC	8210	Rosemary
CONSTRUCTION	66	EPIC	8105	Round wall-mounted shield
CONSTRUCTION	66	EPIC	8213	Sunflower
CONSTRUCTION	66	EPIC	20649	Teak garden bench
CONSTRUCTION	66	EPIC	9840	Teak treasure chest
CONSTRUCTION	67	EPIC	32235	Crystal extractor
CONSTRUCTION	67	EPIC	8199	Iron railings
CONSTRUCTION	67	EPIC	8258	Limestone spiral staircase
CONSTRUCTION	67	EPIC	8340	Mahogany demon lectern
CONSTRUCTION	67	EPIC	8339	Mahogany eagle lectern
CONSTRUCTION	67	EPIC	12713	Polar pet habitat
CONSTRUCTION	67	EPIC	8229	Teak shelves 2
CONSTRUCTION	67	EPIC	8358	Teak throne
CONSTRUCTION	68	EPIC	8344	Celestial globe
CONSTRUCTION	68	EPIC	11580	Mounted golden haddock
CONSTRUCTION	68	EPIC	8364	Oak lever
CONSTRUCTION	68	EPIC	8306	Oak oubliette ladder
CONSTRUCTION	68	EPIC	25360	Ornate league statue
CONSTRUCTION	68	EPIC	8371	Steel cage
CONSTRUCTION	68	EPIC	9837	Teak toy box
CONSTRUCTION	68	EPIC	8206	Topiary hedge
CONSTRUCTION	69	EPIC	9832	Carved teak wardrobe (costume room)
CONSTRUCTION	69	EPIC	8081	Chapel organ
CONSTRUCTION	69	EPIC	8077	Decorative chapel window
CONSTRUCTION	69	EPIC	8075	Marble incense burner
CONSTRUCTION	69	EPIC	8083	Medium chapel statue
CONSTRUCTION	70	EPIC	11647	Bank chest
CONSTRUCTION	70	EPIC	12707	Consecrated pet house (9 pets)
CONSTRUCTION	70	EPIC	8123	Dungeon
CONSTRUCTION	70	EPIC	8172	Dungeon entrance
CONSTRUCTION	70	EPIC	32234	Gale catcher
CONSTRUCTION	70	EPIC	7736	Mahogany Homes (expert)
CONSTRUCTION	70	EPIC	8067	Marble altar
CONSTRUCTION	70	EPIC	8298	Oak and steel cage
CONSTRUCTION	70	EPIC	20640	Revitalisation pool
CONSTRUCTION	70	EPIC	8131	Skeleton guard
CONSTRUCTION	71	EPIC	8211	Daffodils
CONSTRUCTION	71	EPIC	8061	Icon of Bob the Cat
CONSTRUCTION	71	EPIC	8214	Marigolds
CONSTRUCTION	71	EPIC	8200	Picket fence
CONSTRUCTION	71	EPIC	8026	Ranging pedestals
CONSTRUCTION	71	EPIC	8193	Small fountain
CONSTRUCTION	71	EPIC	8303	Tentacle pool
CONSTRUCTION	72	EPIC	8125	Decorative dungeon bloodstain
CONSTRUCTION	72	EPIC	8128	Dungeon candles
CONSTRUCTION	72	EPIC	32195	Eternal brazier
CONSTRUCTION	72	EPIC	8207	Fancy hedge
CONSTRUCTION	72	EPIC	8121	Gilded mahogany and marble table
CONSTRUCTION	72	EPIC	9819	Mahogany cape rack
CONSTRUCTION	72	EPIC	22705	Marble portal nexus
CONSTRUCTION	72	EPIC	22708	Mounted Xeric's Talisman
CONSTRUCTION	72	EPIC	22705	Portal nexus
CONSTRUCTION	72	EPIC	8143	Spike trap
CONSTRUCTION	73	EPIC	12719	Advanced pet arena
CONSTRUCTION	73	EPIC	32223	Cotton trawling net
CONSTRUCTION	73	EPIC	30501	Raging Echoes rug
CONSTRUCTION	74	EPIC	32227	Chum spreader
CONSTRUCTION	74	EPIC	8051	Gilded Mahogany dresser
CONSTRUCTION	74	EPIC	8132	Guard dog
CONSTRUCTION	74	EPIC	8372	Large trapdoor
CONSTRUCTION	74	EPIC	25358	Mahogany outfit stand
CONSTRUCTION	74	EPIC	8359	Mahogany throne
CONSTRUCTION	74	EPIC	11600	Mounted orangefin
CONSTRUCTION	74	EPIC	8122	Oak dungeon door
CONSTRUCTION	75	EPIC	8138	Demon
CONSTRUCTION	75	EPIC	8201	Garden fence
CONSTRUCTION	75	EPIC	8068	Gilded marble altar
CONSTRUCTION	75	EPIC	8194	Large fountain
CONSTRUCTION	75	EPIC	8179	Magic tree
CONSTRUCTION	75	EPIC	8043	Mahogany wardrobe (bedroom)
CONSTRUCTION	75	EPIC	20645	Otherworldly theme
CONSTRUCTION	75	EPIC	20647	Redwood fence
CONSTRUCTION	75	EPIC	20635	Spirit tree
CONSTRUCTION	75	EPIC	8151	Treasure room
CONSTRUCTION	75	EPIC	8148	Wooden dungeon treasure crate
CONSTRUCTION	76	EPIC	8212	Bluebells
CONSTRUCTION	76	EPIC	11601	Mahogany mounted fish display
CONSTRUCTION	76	EPIC	8144	Man trap
CONSTRUCTION	76	EPIC	8215	Roses
CONSTRUCTION	76	EPIC	8106	Square wall-mounted shield
CONSTRUCTION	76	EPIC	8208	Tall fancy hedge
CONSTRUCTION	77	EPIC	8345	Armillary sphere
CONSTRUCTION	77	EPIC	20650	Gnome bench
CONSTRUCTION	77	EPIC	8158	Greater magical balance
CONSTRUCTION	77	EPIC	32218	Ironwood cargo hold
CONSTRUCTION	77	EPIC	24132	Marble lectern
CONSTRUCTION	77	EPIC	8304	Oubliette flame pit
CONSTRUCTION	77	EPIC	20535	STASH units (elite)
CONSTRUCTION	77	EPIC	12714	Volcanic pet habitat
CONSTRUCTION	77	EPIC	8379	Workbench with lathe
CONSTRUCTION	78	EPIC	8089	Gilded mounted head display
CONSTRUCTION	78	EPIC	8133	Hobgoblin guard
CONSTRUCTION	78	EPIC	8296	Large map
CONSTRUCTION	78	EPIC	25354	Mahogany trophy case
CONSTRUCTION	78	EPIC	9833	Mahogany wardrobe (costume room)
CONSTRUCTION	78	EPIC	11604	Mounted huge halibut
CONSTRUCTION	78	EPIC	8365	Teak lever
CONSTRUCTION	78	EPIC	8307	Teak oubliette ladder
CONSTRUCTION	79	EPIC	8155	Marble attack stone
CONSTRUCTION	79	EPIC	8202	Marble wall
CONSTRUCTION	79	EPIC	8149	Oak dungeon treasure chest
CONSTRUCTION	80	LEGENDARY	20625	Achievement Gallery
CONSTRUCTION	80	LEGENDARY	20617	Ancient Altar
CONSTRUCTION	80	LEGENDARY	20632	Cape hanger
CONSTRUCTION	80	LEGENDARY	20619	Dark Altar
CONSTRUCTION	80	LEGENDARY	32305	Ironwood repair kit
CONSTRUCTION	80	LEGENDARY	8139	Kalphite soldier
CONSTRUCTION	80	LEGENDARY	20618	Lunar Altar
CONSTRUCTION	80	LEGENDARY	9825	Mahogany fancy dress box
CONSTRUCTION	80	LEGENDARY	8330	Marble portal frame
CONSTRUCTION	80	LEGENDARY	20631	Mounted coins
CONSTRUCTION	80	LEGENDARY	20630	Mounted emblem
CONSTRUCTION	80	LEGENDARY	21788	Obelisk
CONSTRUCTION	80	LEGENDARY	20633	Quest list
CONSTRUCTION	80	LEGENDARY	20641	Rejuvenation pool
CONSTRUCTION	80	LEGENDARY	8333	Scrying pool
CONSTRUCTION	80	LEGENDARY	8300	Spiked cage
CONSTRUCTION	80	LEGENDARY	8209	Tall box hedge
CONSTRUCTION	80	LEGENDARY	8145	Tangle vine
CONSTRUCTION	81	LEGENDARY	8164	Archery target
CONSTRUCTION	81	LEGENDARY	8027	Balance beam
CONSTRUCTION	81	LEGENDARY	20626	Basic jewellery box
CONSTRUCTION	81	LEGENDARY	12708	Desecrated pet house (12 pets)
CONSTRUCTION	81	LEGENDARY	9820	Gilded mahogany cape rack
CONSTRUCTION	81	LEGENDARY	8360	Gilded mahogany throne
CONSTRUCTION	81	LEGENDARY	8195	Posh fountain
CONSTRUCTION	81	LEGENDARY	32154	Rune helm
CONSTRUCTION	82	LEGENDARY	8134	Baby red dragon
CONSTRUCTION	82	LEGENDARY	22706	Gilded portal nexus
CONSTRUCTION	82	LEGENDARY	8373	Lesser magic cage
CONSTRUCTION	82	LEGENDARY	9828	Mahogany armour case
CONSTRUCTION	82	LEGENDARY	8255	Marble staircase
CONSTRUCTION	82	LEGENDARY	23081	Mounted Alchemical Hydra head
CONSTRUCTION	82	LEGENDARY	22709	Mounted Digsite Pendant
CONSTRUCTION	82	LEGENDARY	21912	Mounted Vorkath head
CONSTRUCTION	82	LEGENDARY	11605	Mounted purplefin
CONSTRUCTION	83	LEGENDARY	8126	Decorative dungeon pipe
CONSTRUCTION	83	LEGENDARY	32229	Fathom pearl
CONSTRUCTION	83	LEGENDARY	12720	Glorious pet arena
CONSTRUCTION	83	LEGENDARY	8356	Infernal chart
CONSTRUCTION	83	LEGENDARY	20623	Mahogany adventure log
CONSTRUCTION	83	LEGENDARY	20648	Obsidian fence
CONSTRUCTION	83	LEGENDARY	8305	Rocnar
CONSTRUCTION	83	LEGENDARY	8150	Teak dungeon treasure chest
CONSTRUCTION	84	LEGENDARY	8129	Dungeon torches
CONSTRUCTION	84	LEGENDARY	8350	Mahogany telescope
CONSTRUCTION	84	LEGENDARY	8146	Marble trap
CONSTRUCTION	84	LEGENDARY	32219	Rosewood cargo hold
CONSTRUCTION	84	LEGENDARY	8123	Steel-plated oak door
CONSTRUCTION	85	LEGENDARY	8301	Bone cage
CONSTRUCTION	85	LEGENDARY	20636	Fairy ring
CONSTRUCTION	85	LEGENDARY	20642	Fancy rejuvenation pool
CONSTRUCTION	85	LEGENDARY	8054	Gilded mahogany clock
CONSTRUCTION	85	LEGENDARY	8140	Tok-Xil
CONSTRUCTION	85	LEGENDARY	20646	Volcanic theme
CONSTRUCTION	86	LEGENDARY	32157	Dragon helm
CONSTRUCTION	86	LEGENDARY	20627	Fancy jewellery box
CONSTRUCTION	86	LEGENDARY	8135	Huge spider
CONSTRUCTION	86	LEGENDARY	9838	Mahogany toy box
CONSTRUCTION	86	LEGENDARY	11606	Mounted swift marlin
CONSTRUCTION	86	LEGENDARY	8346	Small orrery
CONSTRUCTION	86	LEGENDARY	8107	Wall-mounted kiteshield
CONSTRUCTION	87	LEGENDARY	20629	Boss lair display
CONSTRUCTION	87	LEGENDARY	8044	Gilded mahogany wardrobe (bedroom)
CONSTRUCTION	87	LEGENDARY	9834	Gilded mahogany wardrobe (costume room)
CONSTRUCTION	87	LEGENDARY	8151	Mahogany dungeon treasure chest
CONSTRUCTION	88	LEGENDARY	20624	Gilded adventure log
CONSTRUCTION	88	LEGENDARY	8366	Mahogany lever
CONSTRUCTION	88	LEGENDARY	8308	Mahogany oubliette ladder
CONSTRUCTION	88	LEGENDARY	20651	Marble garden bench (decoration only)
CONSTRUCTION	88	LEGENDARY	20536	STASH units (master)
CONSTRUCTION	88	LEGENDARY	8361	Skeleton throne
CONSTRUCTION	88	LEGENDARY	8147	Teleport trap
CONSTRUCTION	89	LEGENDARY	8374	Greater magic cage
CONSTRUCTION	89	LEGENDARY	8084	Large chapel statue
CONSTRUCTION	89	LEGENDARY	8078	Stained-glass chapel window
CONSTRUCTION	90	LEGENDARY	21039	Chambers of Xeric - Large storage unit
CONSTRUCTION	90	LEGENDARY	8141	Dagannoth
CONSTRUCTION	90	LEGENDARY	9821	Marble cape rack
CONSTRUCTION	90	LEGENDARY	20620	Occult Altar (upgrade from Ancient)
CONSTRUCTION	90	LEGENDARY	20643	Ornate rejuvenation pool
CONSTRUCTION	90	LEGENDARY	8136	Troll guard
CONSTRUCTION	91	LEGENDARY	8152	Magic dungeon treasure chest
CONSTRUCTION	91	LEGENDARY	20628	Ornate jewellery box
CONSTRUCTION	92	LEGENDARY	22707	Crystalline portal nexus
CONSTRUCTION	92	LEGENDARY	12709	Natural pet house (many pets)
CONSTRUCTION	92	LEGENDARY	32306	Rosewood repair kit
CONSTRUCTION	93	LEGENDARY	20625	Marble adventure log
CONSTRUCTION	94	LEGENDARY	8130	Dungeon skull torches
CONSTRUCTION	94	LEGENDARY	8127	Hanging dungeon skeleton
CONSTRUCTION	94	LEGENDARY	8137	Hellhound
CONSTRUCTION	94	LEGENDARY	8124	Marble dungeon door
CONSTRUCTION	95	LEGENDARY	8362	Crystal throne
CONSTRUCTION	95	LEGENDARY	8347	Large orrery
CONSTRUCTION	95	LEGENDARY	20637	Spirit tree & fairy ring
CONSTRUCTION	95	LEGENDARY	8142	Steel dragon
CONSTRUCTION	96	LEGENDARY	9835	Marble wardrobe (costume room)
CONSTRUCTION	97	LEGENDARY	8259	Marble spiral
CONSTRUCTION	98	LEGENDARY	20652	Obsidian garden bench (decoration only)
CONSTRUCTION	99	LEGENDARY	24660	Chambers of Xeric - Massive storage unit
CONSTRUCTION	99	LEGENDARY	8363	Demonic throne
CONSTRUCTION	99	LEGENDARY	9822	Magic stone cape rack
CONSTRUCTION	99	LEGENDARY	21911	Rune dragon
CONSTRUCTION	99	LEGENDARY	9789	Skillcape
COOKING	1	COMMON	319	Anchovies
COOKING	1	COMMON	2309	Bread
COOKING	1	COMMON	20871	Chambers of Xeric - Guanic bat
COOKING	1	COMMON	20856	Chambers of Xeric - Pysk fish
COOKING	1	COMMON	2140	Chicken
COOKING	1	COMMON	3146	Karambwan
COOKING	1	COMMON	2142	Meat
COOKING	1	COMMON	3228	Rabbit
COOKING	1	COMMON	325	Sardine
COOKING	1	COMMON	315	Shrimp
COOKING	1	COMMON	9436	Sinew - made by drying beef or bear meat on a range
COOKING	1	COMMON	1885	Ugthanki kebab
COOKING	5	COMMON	347	Herring
COOKING	6	COMMON	2084	Fruit Blast
COOKING	7	COMMON	6701	Baked potato
COOKING	7	COMMON	25654	Ritual Offering - Guppy
COOKING	8	COMMON	2048	Pineapple Punch
COOKING	9	COMMON	7072	Spicy sauce (topping ingredient)Garlic + gnome spice
COOKING	10	COMMON	355	Mackerel
COOKING	10	COMMON	2325	Redberry pie
COOKING	10	COMMON	2217	Toad crunchies
COOKING	11	COMMON	7062	Chilli con carne (topping)Meat & spicy sauce
COOKING	11	COMMON	9980	Roasted bird meat
COOKING	12	COMMON	2213	Spicy crunchies
COOKING	12	COMMON	3369	Thin snail
COOKING	13	COMMON	7078	Scrambled egg (topping ingredient)
COOKING	13	COMMON	33109	T-bone Steak
COOKING	14	COMMON	5763	Cider
COOKING	14	COMMON	2205	Worm crunchies
COOKING	15	COMMON	20873	Chambers of Xeric - Prael bat
COOKING	15	COMMON	20858	Chambers of Xeric - Suphi fish
COOKING	15	COMMON	333	Trout
COOKING	16	COMMON	2209	Chocolate chip crunchies
COOKING	16	COMMON	7223	Roasted rabbit
COOKING	16	COMMON	6297	Spider
COOKING	17	COMMON	3371	Lean snail
COOKING	18	COMMON	339	Cod
COOKING	18	COMMON	2054	Wizard Blizzard
COOKING	19	COMMON	1913	Dwarven Stout
COOKING	20	UNCOMMON	2327	Meat pie
COOKING	20	UNCOMMON	4242	Nettle tea
COOKING	20	UNCOMMON	351	Pike
COOKING	20	UNCOMMON	25660	Ritual Offering - Cavefish
COOKING	20	UNCOMMON	2080	Short Green Guy (SGG)
COOKING	21	UNCOMMON	2130	Cream
COOKING	21	UNCOMMON	7521	Giant crab meat
COOKING	21	UNCOMMON	31671	Red crab
COOKING	21	UNCOMMON	9988	Roasted beast meat
COOKING	22	UNCOMMON	3373	Fat snail
COOKING	23	UNCOMMON	7064	Scrambled egg and tomato (topping)
COOKING	23	UNCOMMON	29128	Wild kebbit
COOKING	24	UNCOMMON	1905	Asgarnian Ale
COOKING	25	UNCOMMON	2277	Fruit batta
COOKING	25	UNCOMMON	329	Salmon
COOKING	25	UNCOMMON	2003	Stew
COOKING	26	UNCOMMON	2255	Toad batta
COOKING	27	UNCOMMON	2253	Worm batta
COOKING	28	UNCOMMON	3381	Slimy eel
COOKING	28	UNCOMMON	5988	Sweetcorn
COOKING	28	UNCOMMON	2281	Vegetable batta
COOKING	29	UNCOMMON	2259	Cheese and tomato batta
COOKING	29	UNCOMMON	1909	Greenman's Ale
COOKING	29	UNCOMMON	7170	Mud pie
COOKING	30	UNCOMMON	2323	Apple pie
COOKING	30	UNCOMMON	29217	Bream
COOKING	30	UNCOMMON	20875	Chambers of Xeric - Giral bat
COOKING	30	UNCOMMON	20860	Chambers of Xeric - Leckish fish
COOKING	30	UNCOMMON	29077	Mossy Lizard
COOKING	30	UNCOMMON	2878	Roasted chompy
COOKING	30	UNCOMMON	361	Tuna
COOKING	30	UNCOMMON	2191	Worm hole
COOKING	31	UNCOMMON	7530	Fishcakes
COOKING	31	UNCOMMON	29146	Larupia
COOKING	32	UNCOMMON	29131	Barb-tailed kebbit
COOKING	32	UNCOMMON	2092	Drunk Dragon
COOKING	33	UNCOMMON	2074	Chocolate Saturday
COOKING	33	UNCOMMON	25666	Ritual Offering - Tetra
COOKING	34	UNCOMMON	7178	Garden pie
COOKING	34	UNCOMMON	1907	Wizard's Mind Bomb
COOKING	35	UNCOMMON	28157	Forester's ration
COOKING	35	UNCOMMON	2289	Plain pizza
COOKING	35	UNCOMMON	10136	Rainbow fish
COOKING	35	UNCOMMON	2195	Vegetable ball
COOKING	35	UNCOMMON	1993	Wine
COOKING	36	UNCOMMON	30985	Damiana tea
COOKING	37	UNCOMMON	2064	Blurberry Special
COOKING	38	UNCOMMON	6697	Butter
COOKING	38	UNCOMMON	5003	Cave eel
COOKING	39	UNCOMMON	6703	Baked potato with butter
COOKING	39	UNCOMMON	1911	Dragon Bitter
COOKING	40	RARE	1891	Cake
COOKING	40	RARE	379	Lobster
COOKING	40	RARE	2187	Tangled toads' legs
COOKING	41	RARE	7054	Baked potato with chilli con carne
COOKING	41	RARE	29149	Graahk
COOKING	41	RARE	7568	Jubbly
COOKING	42	RARE	2185	Chocolate bomb
COOKING	42	RARE	7084	Fried onion (topping ingredient)
COOKING	43	RARE	365	Bass
COOKING	44	RARE	2955	Moonlight Mead
COOKING	45	RARE	20862	Chambers of Xeric - Brawk fish
COOKING	45	RARE	20877	Chambers of Xeric - Phluxia bat
COOKING	45	RARE	2293	Meat pizza
COOKING	45	RARE	373	Swordfish
COOKING	46	RARE	7082	Fried mushroom (topping ingredient)
COOKING	46	RARE	25672	Ritual Offering - Catfish
COOKING	47	RARE	6705	Baked potato with butter and cheese
COOKING	47	RARE	7188	Fish pie
COOKING	48	RARE	31674	Blue crab
COOKING	48	RARE	1985	Cheese
COOKING	49	RARE	5751	Axeman's Folly
COOKING	50	RARE	1897	Chocolate cake
COOKING	51	RARE	7056	Baked potato with egg and tomato
COOKING	51	RARE	29152	Kyatt
COOKING	52	RARE	19662	Botanical pie
COOKING	53	RARE	2149	Lava eel
COOKING	54	RARE	5755	Chef's Delight
COOKING	55	RARE	2297	Anchovy pizza
COOKING	56	RARE	31556	Swordtip squid
COOKING	57	RARE	7066	Fried mushroom and onion (topping)Fried bittercap mushroom & fried onion
COOKING	58	RARE	1865	Pitta bread
COOKING	59	RARE	29137	Pyre fox
COOKING	59	RARE	5759	Slayer's Respite
COOKING	60	EPIC	20879	Chambers of Xeric - Kryket bat
COOKING	60	EPIC	20864	Chambers of Xeric - Mycil fish
COOKING	60	EPIC	2011	Curry
COOKING	60	EPIC	21690	Mushroom pie
COOKING	62	EPIC	7946	Monkfish
COOKING	64	EPIC	7058	Baked potato with mushroom and onion
COOKING	65	EPIC	2301	Pineapple pizza
COOKING	65	EPIC	245	Wine of Zamorak
COOKING	67	EPIC	7068	Tuna and sweetcorn (topping)Tuna & cooked sweetcorn
COOKING	68	EPIC	7060	Baked potato with tuna and sweetcorn
COOKING	68	EPIC	29140	Sunlight antelope
COOKING	69	EPIC	32312	Giant krill
COOKING	70	EPIC	7198	Admiral pie
COOKING	71	EPIC	31564	Jumbo squid
COOKING	72	EPIC	13339	Dissect sacred eels
COOKING	73	EPIC	22795	Dragonfruit pie
COOKING	73	EPIC	32320	Haddock
COOKING	75	EPIC	20881	Chambers of Xeric - Murng bat
COOKING	75	EPIC	20866	Chambers of Xeric - Roqed fish
COOKING	77	EPIC	31677	Rainbow crab
COOKING	79	EPIC	32328	Yellowfin
COOKING	80	LEGENDARY	385	Shark
COOKING	82	LEGENDARY	29134	Dashing kebbit
COOKING	82	LEGENDARY	397	Sea turtle
COOKING	83	LEGENDARY	32336	Halibut
COOKING	84	LEGENDARY	13441	Anglerfish
COOKING	85	LEGENDARY	7208	Wild pie
COOKING	87	LEGENDARY	32344	Bluefin
COOKING	90	LEGENDARY	20868	Chambers of Xeric - Kyren fish
